Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
0.9775698377675902,0.971016856860395,0.9695899696488331,0.9798829111940027,0.9816990163372415,0.9840969483317852,0.9777441297287214,0.9703760738619762,0.9782214958948866,0.962536799117199,0.9591094502502822,0.9822314244120561,0.9798019485381568,0.9830915741909731,0.9834517128600184,0.983885559029657,0.9855004750345695,0.9868725782539585,0.988954564987503,0.9731651741076186,0.9607872325742297,0.9765882358595437,0.9864704873181612,0.9547653441432721,0.984969902087915,0.9785059931159282,0.9832370008630341,0.9870332810047041,0.9911881043676627,0.9904764983151456,0.9808311453414069,0.9704699225585758
0.967886369701214,0.9555561048000462,0.9498009414964427,0.9626461319179012,0.9823848782284327,0.9714408539260094,0.967092391671008,0.9729114651577747,0.9844795839481569,0.9629411768485524,0.9494587341491763,0.9860322877893375,0.9673916822978327,0.9760212916487173,0.9815910498909205,0.9827275593972026,0.9816575783199538,0.9760260395137635,0.9740248698676682,0.9686152100595931,0.9740975096645504,0.9677857512955498,0.9839754863934601,0.9805265720404418,0.9671429050035105,0.9835736242169509,0.982027109230704,0.9755786763948419,0.9822105332553809,0.9731176570886934,0.9733645178099734,0.9752468490341776
0.982027308840156,0.9811163925432898,0.983336684079687,0.9826446670321922,0.9851986783910687,0.9818320338237975,0.9544239203445279,0.9868724547501297,0.9843087604088667,0.974598787664581,0.9434807554615974,0.9827290082075019,0.9801838332812081,0.9782124085805001,0.9757343392742965,0.9766652665768655,0.9798348594020218,0.9822153715542368,0.9819678576527688,0.9817757344471664,0.9817646959968187,0.9882854063562427,0.9575010445838374,0.9730882318264497,0.9485235939292456,0.982395246026919,0.9885262953151931,0.9671220634942713,0.9870521926635937,0.9851867053485115,0.9880757887521722,0.9820864668930351
0.9788669266023257,0.9732408453994604,0.9480809889802342,0.9823025067332601,0.9098239242148217,0.9685649880309416,0.972648066740303,0.9857959904681849,0.904605396575378,0.9683451260173002,0.9116497899326331,0.9610808525780551,0.9788744268646635,0.9729710988786304,0.9569143801709792,0.9742196682783085,0.9782699869510353,0.9782502913386258,0.9810195691940894,0.9786453011500912,0.962262483101596,0.9852022045207948,0.9618005276828749,0.9712717803536669,0.9609751923925034,0.9421481326529066,0.9732105526642248,0.978937008226407,0.971222593266373,0.9599511339959791,0.9537420060594953,0.9299231151107996
0.9767609162030633,0.9807316488788088,0.9655470821201305,0.9852480720322103,0.9772560251277845,0.9907958288300716,0.984045292126833,0.9672471833689271,0.9686571996648601,0.9879433780192463,0.9772536762216996,0.9804645177784949,0.9598385372686953,0.9672528954695232,0.9615228428307337,0.9614564108098517,0.9679434352233314,0.9571366801667687,0.9652531172667993,0.979500770902292,0.9144116017825897,0.9530882104717809,0.9807197911061403,0.9829501967661258,0.9688925601611077,0.9781529963126044,0.9662811365296103,0.9702507004773512,0.9508884895015532,0.9647608021021463,0.9779763743956272,0.9746641811287416
0.980383518936645,0.978939500298848,0.9749560742838056,0.9791017781515656,0.9840835503934863,0.9719287596966848,0.9856043555978853,0.9865415297466109,0.989146933928522,0.981406107826828,0.9618751410191804,0.9673653858327149,0.9627730326661066,0.964294527366719,0.9667952191680599,0.9819190660129401,0.9823628691109155,0.9836208846453453,0.9812533220571292,0.9728670404162045,0.9715181435777025,0.9610296651344957,0.9830508266973852,0.9663239884125645,0.9795945348097834,0.9883714898667478,0.9900923167713417,0.9935760488885204,0.9852643969995732,0.9847061690952693,0.9780362714944013,0.969538214629389
0.9700619826646261,0.9777187987372745,0.9699251137085981,0.9821684570712245,0.9662137079010595,0.9710787097444629,0.922703739630859,0.9806700425263437,0.968587198762994,0.9069525295470708,0.8815522939531798,0.9859780117220905,0.9813856598529626,0.9820877331103793,0.9804697075011807,0.9803576127775322,0.9800953950466362,0.9680650205493538,0.9862095231539327,0.9459842621145846,0.9732311119320158,0.9856541445410654,0.9854775853988671,0.9648689378008228,0.9817327199223026,0.954852040781243,0.9868935016513399,0.9808305536585271,0.9852884128057728,0.9804080711741124,0.9735929442538518,0.9412506005177357
0.9875086744685974,0.9887726268929358,0.9838654019854609,0.9889972106949747,0.9618821131684125,0.9872326318588805,0.9742838511539808,0.9777917744757066,0.9721017257699252,0.9746266697674885,0.9817443864162582,0.9752352065813207,0.9843921654682711,0.9820317136715935,0.9803540778529811,0.9805838443552641,0.9793842060868754,0.9761538582968975,0.9839049472779264,0.9436314157364919,0.9640197007910042,0.9845236829729167,0.978207785154482,0.9536888276195352,0.9439996856554965,0.9643425505824909,0.9884028560416037,0.9854114499028431,0.9904302627950338,0.990370174890458,0.988457462568754,0.9659344997132543
0.9778754292614014,0.9805563235137688,0.9525693487358816,0.9807584178311025,0.9845604643534855,0.9586013954172945,0.9768269490397362,0.9766343180209823,0.9920979840724612,0.9774432661460545,0.9710468905298584,0.9877630451473602,0.981484667802305,0.9851903176156485,0.9837005740686205,0.982573500156337,0.9815508604752363,0.9789299692601123,0.9797954866905468,0.9535284592108725,0.9709438740953986,0.9867091645905591,0.9796475905979564,0.9765257255785363,0.975999125602678,0.9965343422389767,0.9862686145365404,0.9856873912641634,0.9835761956919049,0.9738380058039119,0.9782825594578126,0.9868166584080285
0.9822947027105421,0.9701567103704566,0.9588838786247255,0.9686138593456989,0.9712683033182743,0.9579254625001338,0.9811753627002687,0.9835078795337037,0.9626697017733492,0.9783600352392938,0.9722485152456344,0.9774636198893273,0.9779385766516057,0.9819655747406838,0.979433816834423,0.980755824356248,0.9761654419134752,0.9768446308318803,0.9731573262195453,0.9778778777788484,0.9767401977382822,0.9752455812252868,0.9857777466736451,0.977632124222096,0.9831496877781768,0.9122924830010428,0.9826265717492261,0.9850391884894804,0.9858760052733669,0.9870902993124684,0.9856157689516134,0.9653539330347195
0.9709256081064224,0.9700318054367549,0.9267559577575953,0.9704626163287295,0.9794722319265198,0.9671242363227205,0.9715771909091693,0.9762048676328279,0.9829095528498811,0.9041843571607686,0.8947862541380445,0.9665776924883591,0.9510135331565885,0.9601653566590921,0.9561123244970994,0.9534315066700914,0.9565674575714869,0.92904169690804,0.9719540826925857,0.9670909982270772,0.9801520157162786,0.9648716628873907,0.9582897373415575,0.9772015233333338,0.9818398789071059,0.9806379850188593,0.9822181722969591,0.9797862119474855,0.9803493698252103,0.9784622128254407,0.973121998516641,0.9857193948884675
0.9758702043293421,0.9773457604617314,0.9761778015088829,0.9832926870136313,0.9741765519213786,0.9756907113312219,0.9875927264374134,0.9646775362451864,0.9820541143360079,0.9837154045105944,0.9876873585619101,0.976470211153905,0.9790263081809444,0.9639502993102261,0.9630119328141139,0.965507470436753,0.9686392815393147,0.9689697100193431,0.9629684820582649,0.9797230150531644,0.9740962184651667,0.9688756530680365,0.9813999829165814,0.9282829499254376,0.9812781382436909,0.9531178977795548,0.9897638910302379,0.9856228639957745,0.9899199866251526,0.9851305490906686,0.9827736688832321,0.9456830246696745
0.9684823382241083,0.9684913002549425,0.9739124376342613,0.9694561594363376,0.9843649432343126,0.9704666412992606,0.8950749357625221,0.9813822673919294,0.9758072465827742,0.9308135619055371,0.9036757994957347,0.9632959360769622,0.9784851958150984,0.9719224567199546,0.9709813948244934,0.9671685506990919,0.96033779359866,0.9636561824090093,0.9775803595910091,0.9690265434015818,0.9517817996507884,0.9657359269807849,0.9765563387813084,0.9596436765964694,0.9624556914749566,0.9835011076110711,0.9823953350325966,0.9812783685271593,0.9723032279778608,0.9736881314786127,0.9695783534732104,0.9782825218065431
0.9654375014109907,0.9753975092606344,0.982262173106004,0.9786635198448359,0.9930435031558783,0.9743164529697819,0.9922655126128194,0.986728185908421,0.9927460673628458,0.9895089038855721,0.9933698672651033,0.9867474988053492,0.9877823715194427,0.9771325294572009,0.9854758836003589,0.9862695468330618,0.982839384738747,0.9826860705549934,0.9781108020981624,0.991269779794286,0.9902478994120196,0.9732714324148923,0.9848280996478691,0.9898708708220282,0.9884581856471485,0.9945366166213919,0.9905014532281835,0.9870983201628925,0.9806380519735829,0.981189501220554,0.9773850179289525,0.9940799105776553
0.9631356164093713,0.9583871091062645,0.9752481368632177,0.9544808690318518,0.9762669142264111,0.9784532656810708,0.9794171465550385,0.9867736661802623,0.9920264847021161,0.9491940509691094,0.9838240759514897,0.9673015396757929,0.9800029088075514,0.9787813235669718,0.9777237512508272,0.9789699418570015,0.9802137509968162,0.981120032960143,0.9810872213978158,0.9699199851509346,0.9896163853447382,0.9610131808458762,0.9742868158734478,0.9163056071791729,0.9770280855963188,0.9795629248612402,0.9695393578299099,0.9703817688054475,0.9617566282296237,0.9625671462369907,0.9601409284871274,0.9882208482393866
0.9497052099979202,0.9390351605494298,0.9692906332174648,0.9417125448895314,0.9816958372468327,0.9798018542461114,0.9629357374838821,0.9793751688176172,0.9659351648206027,0.9716195228138615,0.9810593053586123,0.9426522669281419,0.9824103954360426,0.9823554761111715,0.9834033259257394,0.9823816225210761,0.9731541052849753,0.9742420780321915,0.9814065141818232,0.9487537105363336,0.9606958197681517,0.9792233878008104,0.9842542491582504,0.9832192825057611,0.9779103639459602,0.9886468410420199,0.9495615342251281,0.9521860925772755,0.9361301843471429,0.9276608068722016,0.9437869329383705,0.9833510484511406
0.984638181459972,0.9851598164885798,0.9837011739369426,0.9803811112856933,0.9713518277075832,0.9862211466897295,0.9552136688378836,0.9782445787607098,0.9725089115901759,0.9627204043857401,0.9738667072501558,0.9788907462762613,0.9810529649142905,0.981610587322614,0.9800522323938332,0.9777180392572781,0.9770491168751314,0.9828788739851301,0.9749539806923473,0.9701697693747761,0.9359248226280792,0.9770614073658823,0.9809017416588164,0.9636296156367016,0.9720994524706895,0.9659859775156774,0.9799768895251165,0.9828985572921797,0.9884401222332208,0.9899355479895912,0.986751019374052,0.9669105061706557
0.9653058800301575,0.9803312844973557,0.9739634084615877,0.9816508326656344,0.9799314134642081,0.9607755435295695,0.9551313235092301,0.9861482685974321,0.9778248276782268,0.9647409099408546,0.9559964204934273,0.9848052292565103,0.9827981851817252,0.9774549441390671,0.9726211415704307,0.975450921555359,0.9745889402033563,0.9738498632121545,0.9832624760314895,0.9523878015817979,0.9713436931741389,0.9874352025441885,0.9752654875024909,0.9534209407681773,0.9759880811061762,0.9692675512335975,0.9768170009007737,0.985478936822485,0.9810043801445104,0.9852051454219524,0.9705121381642597,0.9535791915833688
0.9673774424859503,0.9740197083744475,0.9555911840730881,0.9746322670632953,0.9767614457208743,0.9719639179513291,0.9879318766624074,0.9805839776611275,0.965841869084102,0.9771152831765486,0.9835125835301615,0.9766839205832661,0.9619645564912017,0.9539490896782368,0.9454080418553448,0.947287326152372,0.9564830326874849,0.9529609740650117,0.9750772769387832,0.9625911245348792,0.962135530780512,0.9859442168964259,0.9716420843106758,0.9846874777098473,0.9651795967240637,0.9734188649221235,0.977803764441207,0.9848531333661424,0.9845863686142204,0.9852214147073507,0.9871905079464475,0.972946312647623
0.974526535440638,0.9754606404868937,0.9689427451053074,0.9727706378730088,0.9728489309635714,0.9740062856057139,0.985253488135108,0.9765550069140446,0.9813355176367672,0.9733730984861007,0.9750230851249896,0.9787960792346692,0.9765042043573959,0.973009204180942,0.9720867429415518,0.9766461457379263,0.9777947790758463,0.9765858031950715,0.9772692123303156,0.9913762757843975,0.9782569860480719,0.9807074106006901,0.9904681745498757,0.990255499567003,0.9884190578560443,0.9785876588939566,0.9788013385769762,0.9758140362800966,0.975692245216137,0.9746492277591546,0.9742263464112726,0.9838725061874152
0.9896354516050813,0.9916035162265141,0.9635625900660209,0.9878566609366475,0.9536383558315604,0.9702544770610443,0.9687555305265163,0.9701692346149524,0.9771050611288135,0.9791472368668629,0.9774347034758591,0.9842168370466196,0.9798553494585086,0.976838925488905,0.9736410351642704,0.9721086529516045,0.9714976213458062,0.972911094872509,0.9838049183987136,0.9867636209528194,0.9821542451166091,0.9838652781911587,0.9876092482860228,0.9691407864660714,0.9885156150727676,0.9710454684356488,0.9852441006513857,0.9862906479045961,0.9874575762516461,0.9895842190142703,0.9836380732010322,0.9751516612128837
