Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
2.113429033583021,2.058474137810014,2.0969459025971253,2.3135038040691636,2.0946557143125495,2.3231096585303446,2.5800439704590974,2.495693607406782,2.135445757788636,2.283288824872329,2.841122989346127,1.8466424129976478,3.4609517472913094,2.238990623118527,2.2673589949752304,2.2821773733144926,1.9936151967963491,2.1727922339768755,2.289872466010133,2.593839090435383,2.065117619255251,2.370991029119628,2.377322623026935,2.5678677094390485,1.623436075904516,2.8252041124277643,2.7659361630045205,2.0064073240364872,2.1738209796933914,2.1777433174173417,1.9428886093445552,2.3443409299904894
2.306405655666773,1.9896600006513447,1.8513508020591571,2.1046204597350284,2.26218751219674,2.1108877279632785,1.8611989486021765,1.735065584617518,2.0790333409178703,2.022217523236609,2.8462944943446398,1.9225460794726277,3.0683785407740336,2.161123982263288,2.119817363504139,2.1150034164327653,1.6414496389541535,1.9494817456884574,2.1163686315971497,2.5082287251124917,2.0484519701938027,2.1256298972465104,1.927734664720873,1.9905378928315036,1.616442497106248,2.2957640571995626,1.9431980161034217,1.6833242805173987,2.0567888394092213,2.066492346684186,2.0723809950201084,2.019623465091576
2.1621015065355045,2.494473717832069,1.544079163787291,2.26310005382164,2.1174008714206307,1.3332839227025737,1.619331308952889,2.206121506975837,2.0426858876820013,2.096960272318024,2.3942207904933146,2.328576782586152,2.658429145228297,2.0521587917636275,2.0497517028926553,2.0499321157926933,2.273947783002556,2.2361802042356094,2.099458004661477,2.2117017494555395,1.868081436321507,2.0434912565073535,1.9690189626329042,2.0002269416973566,1.784837561853193,1.9805349344142782,1.974144821750075,2.2553005046885968,2.3799077960844124,2.4048929418550626,2.351828082709706,1.957348748279466
1.7212297698235044,1.7039059270835972,1.9052467817807934,1.7360242962284935,2.246055852350414,1.3300047243636244,1.9085423035200324,1.993227437125035,2.2672119645616187,1.904877327091991,2.437992674752052,1.815224568528187,3.2996107505714414,1.5165217640727853,1.498309288087733,1.4822234692022342,1.8018564267816097,1.5013670687830385,1.5013350680298627,1.7955093907320323,1.6961242177120874,2.0202608880665642,1.8378102782753023,1.923825761229331,1.5451217566339395,1.972209268609844,1.587814023910727,1.6452569714487368,2.142891964928509,2.1273083111381363,1.8959611710912276,2.0316442938817985
2.423974411279537,2.1285536930663236,2.1184734519391943,2.5646184861019288,2.2978072198433734,1.8699538196742804,1.8577725648955778,2.0612032893699705,1.9696513791236532,2.6379944073638866,2.74248487812074,1.9381013968096843,3.17379084388063,2.2245484581704478,2.206588593238981,2.2051988467561716,2.1637640682539345,1.9986154904213393,2.0708723503127886,2.1511159556390766,2.0014132434806617,2.19023409931703,2.4495600628418464,2.3505378604692004,1.9182375094635093,2.5748138759207273,2.4798263606076225,1.8649236596501562,2.378254722850906,2.379991125709463,2.4522083169825803,2.3745655191871546
2.4736686450555196,2.2220928784502707,1.8810538746799643,2.281408091450089,2.090563560316226,1.844086639537106,1.752412779511788,1.7953992563009464,2.1319181574448534,1.8548116347041685,2.1565638465315957,2.1160417303077543,3.1775317847062117,1.743182410271079,1.7385694240150635,1.7285949794031608,1.9479877382323645,1.9319446025774303,2.0062404928000293,2.065869616346957,2.2395582581063214,1.937592074680993,2.643969891878123,2.4476192727956296,1.7750119577769679,2.0731649738088826,2.1551453092787987,2.0627210943407706,2.0320873797305046,2.0466195526305664,1.8813830135659064,2.1080077807549675
2.2009773708559757,2.340993899137192,1.988116573982484,2.2282131312049924,2.4890584968530645,1.8899047156639863,1.8524988220014469,1.7750952806208702,1.9064651664907717,1.980463726770539,2.703422506727589,2.1452236231277415,3.283913407389944,1.88426121705844,1.822913096471204,1.791416413188783,1.710377476818358,1.883006142775656,1.7806455464615008,2.359289662423726,1.9308084557475171,1.8156880085430327,2.2475109913861715,2.6397522299699645,2.145734150131596,3.0194002724067444,2.683554816476439,2.077117734090412,2.4708925997746207,2.457604926393977,2.481067917635322,2.1652336081414063
2.3083429912886455,2.2546202582891905,2.478026373004817,2.328642588254025,2.158826553610505,2.1948150744847927,2.275483448538077,2.288043441620096,1.8474611485020973,2.3073913076720918,2.3032636651087026,1.7634699383047654,3.5680168490548794,1.944048244283952,1.9767589037713007,1.9660307807828488,1.8870974584063236,1.9706580630241919,2.0217562281811285,2.4035188457679246,1.789961073902445,1.9515584701947497,1.9951358201028444,2.008434432016079,1.9062499076147812,2.1054058788841514,2.1607414638929976,1.8825529126352034,2.1817381277814656,2.203160795641916,1.9511612328922276,2.013773553260193
2.3771398257926886,2.2854334496059936,2.1615805597241926,2.051083621963875,2.0170680207105542,1.8270284358396716,2.3354588776920275,2.3163375712239223,2.125769150941298,2.344991282501583,2.4171665755002856,2.341669011440034,3.248475198476715,2.1291244881568208,2.125642248390953,2.1281462742222543,1.9122890535200117,2.073698121252077,2.2104842672418945,1.9588271594215048,1.7607466687174884,1.9860732108551777,2.1569719014931197,2.494920566071469,1.8252552766486854,2.2764564688643953,2.2745093253384416,2.2224106225995177,2.407348567346402,2.449251035638658,2.1857039930684423,1.9453346845320516
2.001458904016538,1.9483685119853424,2.533843896699414,2.1245214631795397,2.3356508791602657,2.291403768241797,2.791408720632302,2.2049927993830543,2.4257163605913012,2.6476452516622797,2.7043602032067136,2.290797355341215,3.216442164298175,1.9588701730304712,1.949840478108549,1.938729302141144,2.333586725242251,2.152003747670762,2.261054635842503,2.261804863970939,1.7710037486218773,2.1956104859493277,2.589043050071289,2.4003801258455146,1.9691295112801999,2.612950875320888,2.057613629128513,1.9874700635962266,2.0739546632623274,2.0682957284752366,2.285034351954162,2.2743625085998174
